@relation tittanic_tratado

@attribute PassengerId integer
@attribute Survived {N, S}
@attribute Pclass integer
@attribute Sex {male, female}
@attribute Age integer
@attribute SibSp integer
@attribute Parch integer
@attribute Fare integer
@attribute Cabin {S, N}
@attribute Embarked {C, Q, S}

@data
852,N,3,male,74,0,0,7775,N,S
853,N,3,female,9,1,1,15,N,C
854,S,1,female,16,0,1,39,S,S
855,N,2,female,44,1,0,26,N,S
856,S,3,female,18,0,1,9,N,S
857,S,1,female,45,1,1,165,N,S
858,S,1,male,51,0,0,27,S,S
859,S,3,female,24,0,3,19,N,C
861,N,3,male,41,2,0,14,N,S
862,N,2,male,21,1,0,12,N,S
863,S,1,female,48,0,0,26,S,S
865,N,2,male,24,0,0,13,N,S
866,S,2,female,42,0,0,13,N,S
867,S,2,female,27,1,0,14,N,C
868,N,1,male,31,0,0,50,S,S
870,S,3,male,4,1,1,11,N,S
871,N,3,male,26,0,0,8,N,S
872,S,1,female,47,1,1,53,S,S
873,N,1,male,33,0,0,5,S,S
874,N,3,male,47,0,0,9,N,S
875,S,2,female,28,1,0,24,N,C
876,S,3,female,15,0,0,7225,N,C
877,N,3,male,20,0,0,10,N,S
878,N,3,male,19,0,0,8,N,S
880,S,1,female,56,0,1,83,S,C
881,S,2,female,25,0,1,26,N,S
882,N,3,male,33,0,0,8,N,S
883,N,3,female,22,0,0,11,N,S
884,N,2,male,28,0,0,11,N,S
885,N,3,male,25,0,0,7,N,S
886,N,3,female,39,0,5,29125,N,Q
887,N,2,male,27,0,0,13,N,S
888,S,1,female,19,0,0,30,S,S
890,S,1,male,26,0,0,30,S,C
891,N,3,male,32,0,0,8,N,Q
